news;internet;politics;lrscale;obedience;health;religious;relattend;livewomarr;divorced;edu3;edu6;zamieszkanie3;rozwod_balanced
60;5;2;8;2;1;9;2;2;2;3;5;2;2
60;5;2;8;2;2;8;5;1;1;3;6;1;1
60;5;2;8;4;3;6;5;1;1;1;2;3;1
60;5;2;8;5;1;5;6;1;2;3;5;1; 
60;5;2;9;2;1;4;5;1;2;3;5;3; 
60;5;2;9;2;2;7;4;1;2;3;6;1;2
60;5;2;9;2;2;10;2;2;2;1;1;3; 
60;5;2;10;1;2;7;5;2;2;1;1;2;2
60;5;2;10;1;2;10;3;2;2;1;2;2; 
60;5;2;10;1;2;10;5;2;2;1;2;2; 
60;5;2;10;1;3;5;3;2;2;2;4;2; 
60;5;2;10;2;2;8;3; ; ;3;6; ; 
60;5;2;10;2;2;9;3;2;2;1;2;3;2
60;5;3; ;1;2;10;3;2;2;1;2;3; 
60;5;3; ;2;3;6;4; ; ;3;6; ; 
60;5;3; ;2;4;10;3; ; ; ; ; ; 
60;5;3; ;3;1;8;4;1;2;2;4;3; 
60;5;3; ;3;2;5;6;2;2;2;3;1; 
60;5;3; ;3;4;3;5;2;2;1;1;2; 
60;5;3; ;3;4;4;5;2;2;2;3;1;2
60;5;3; ;5;2;2; ;2;2;2;3;1; 
60;5;3;0;1;1;3;5;2;2;2;3;1; 
60;5;3;0;3;3;3;5;2;2;1;1;1; 
60;5;3;0;4;2;0;7;2;2;3;6;1; 
60;5;3;0;4;2;1;6;1;2;3;6;1; 
60;5;3;0;4;2;5;5;2;2;3;6;3; 
60;5;3;2;3;4;7;6; ;2;3;6;2; 
60;5;3;2;4;3;4;5;2;2;2;3;1; 
60;5;3;3;4;2;0;6; ;2;3;5;1; 
60;5;3;3;4;2;5;5;2;2;2;4;2; 
60;5;3;3;4;2;7;6;1;2;3;6;2; 
60;5;3;4;2;3;3;3;2;2;2;4;3; 
60;5;3;4;3;1;2;5;2;2;2;3;2; 
60;5;3;4;3;2;3;7;1;2;1;2;1; 
60;5;3;4;4;2;3;4;2;2;3;5;1; 
60;5;3;5;1; ; ; ;2;2;2;3;1; 
60;5;3;5;1;1;8;4;1;2;2;4;3; 
60;5;3;5;1;1;10;3;2;2;1;2;3; 
60;5;3;5;1;2;4;6;1;2;2;4;2; 
60;5;3;5;1;4;0;6;1;2;2;3;1; 
60;5;3;5;2;1;3;6;1;1;3;6;1;1
60;5;3;5;2;1;5;3;2;2;1;1;3; 
60;5;3;5;2;2;3;5;2;2;2;3;3; 
60;5;3;5;2;2;3;6;1;2;3;6;1; 
60;5;3;5;2;2;5;6;2;2;3;6;2; 
60;5;3;5;2;2;6;3;1;2;1;2;3; 
60;5;3;5;2;2;6;4;2;2;2;4;1; 
60;5;3;5;2;2;6;5;1;2;3;5;1; 
60;5;3;5;2;2;7;4;1;2;2;3;2; 
60;5;3;5;2;2;7;4;2; ;2;4;2; 
60;5;3;5;2;2;7;4;2;2;1;2; ; 
60;5;3;5;2;2;8;3;1;2;3;6;1; 
60;5;3;5;2;3;0;7;2;2;1;2;1; 
60;5;3;5;2;3;2;6;2;2;2;3;2; 
60;5;3;5;2;3;5; ;2;2;3;6;2; 
60;5;3;5;2;3;5;3;2;2;2;4;2; 
60;5;3;5;2;3;5;5; ; ;3;6; ; 
60;5;3;5;2;3;8;5;1;2;3;6;2; 
60;5;3;5;2;3;9;3;2;2;1;2;2; 
60;5;3;5;2;4;8;3;2;2;1;1;3; 
60;5;3;5;3;2;0;7; ;2;2;3;1; 
60;5;3;5;3;2;0;7;2;2;1;1;2; 
60;5;3;5;3;2;3;5;1;2;2;4;1; 
60;5;3;5;3;2;4;5;2;2;2;3;3; 
60;5;3;5;3;3;3;6;1;1;1;2;1;1
60;5;3;5;3;3;5; ;2;2;3;6;1; 
60;5;3;5;3;3;5;5;1;1;3;6;2;1
60;5;3;5;3;3;6;4;1;2;3;6;3; 
60;5;3;5;3;3;6;4;2;2;3;5;2; 
60;5;3;5;3;3;7;3;2;2;2;4;1; 
60;5;3;5;3;3;7;4;1;2;2;3;3; 
60;5;3;5;3;3;7;4;2;2;2;4;3; 
60;5;3;5;3;4;0;6;2;2;1;1;3; 
60;5;3;5;4;1;2;7;2;2;1;1; ;2
60;5;3;5;4;1;6;4;2;2;3;6;3; 
60;5;3;5;4;2;7;3;1;1;2;3;1;1
60;5;3;5;4;2;7;4;2;2;1;2;3;2
60;5;3;5;4;2;8;3;2;2;1;1;2; 
60;5;3;5;4;3;1;7; ;2;2;4;1; 
60;5;3;5;4;3;3;6; ;1;1;2;2;1
60;5;3;5;5;1;2;5;1;2;3;6;1; 
60;5;3;6;1;1;5;3;1;2;2;3;1; 
60;5;3;6;1;3; ;5;2;2;1;2;2; 
60;5;3;6;2;2; ;3;1;2;2;3;3; 
60;5;3;6;2;2;8;4;2;2;3;6;2; 
60;5;3;6;2;3;5;5; ;2;2;3;2; 
60;5;3;6;2;3;7;3;1;2;2;3;2; 
60;5;3;6;2;3;8;3;2;2;3;5;2; 
60;5;3;6;3;3;3;4; ;2;2;4;2; 
60;5;3;6;3;3;9;4; ;1;3;6;1;1
60;5;3;7;1;1;6;4;2;2;2;4;3; 
60;5;3;7;1;1;9;2;2;2;3;6;3; 
60;5;3;7;1;3;8;3;2;2;1;2;3; 
60;5;3;7;2;2;6;4;1;2;3;6;2; 
60;5;3;7;2;3;5;4;1;2;1;2;1; 
60;5;3;7;3;3;5;5;2;2;2;3;3; 
60;5;3;7;4;2;7;3;2;2;3;5;2; 
60;5;3;7;4;3;6;3;2;2;3;6;1; 
60;5;3;8;3;2;8;4;2;2;2;4;3; 
60;5;3;8;3;2;9;3;2;2;3;6;1; 
60;5;3;8;4;2;7;3;2;2;3;6;2; 
60;5;3;9;2;1;10;3;1;2;2;3;2; 
60;5;3;9;2;3;8;3;2;2;3;6;2;2
60;5;3;9;3;2;7;5;2;2;2;3;3; 
60;5;3;10;1;2;8;3;2;2;3;6;1; 
60;5;3;10;1;2;9;3;2;2;2;4;2; 
60;5;3;10;2;2;7;3;2;2;2;4;2; 
60;5;3;10;2;2;8;4;2;2;3;5;1; 
60;5;3;10;2;2;10;3;2;1;2;3;2;1
60;5;3;10;2;4;5;5;2;2;1;1;1; 
60;5;3;10;3;2;2;6;2;2;2;4;1; 
60;5;3;10;3;2;6;4;1;2;2;3;2;2
60;5;3;10;3;3;3;6;1;1;1;2;2;1
60;5;4;3;4;3;9;4;2;2;2;4;1; 
60;5;4;4;3;2;0;7;2;2;2;4;3; 
60;5;4;5;1;5;2;5;1;2;1;2;2;2
60;5;4;5;2;2;2;5;1;2;3;5;2; 
60;5;4;5;2;2;5;5;2;1;2;3;2;1
60;5;4;5;2;2;6;5;2;2;2;3;1; 
60;5;4;5;3;1;3;7;1;2;3;6;1; 
60;5;4;5;3;4;1;7;1;2;2;3;1; 
60;5;4;7; ;2;5;4;2;2;1;2;3; 
60;5;4;8;2;1;2;5;2;2;2;3;1; 
62;5;3;9;1;2;3;5; ;1;1;2;2;1
65;1;3;10;2;3;10;5;2;2;1;2;3; 
65;4;2;5;2;2;1;6;2;2;3;6;1; 
65;4;4;3;1;1;6;5;1;2;2;4;1; 
65;5;1;9;3;2;7;3;2;2;2;4;2; 
65;5;3;5;3;2;1;7;2;2;3;6;1; 
70;1;2;7;3;4;7;5;2;2;1;2;3; 
70;1;2;10;1;3;9;2;2;2;1;2;3; 
70;1;3;8;2;4; ;6;2;2;3;5;3; 
70;1;3;10;1;3;10;7;2;2;1;1;3; 
70;1;3;10;2;2;8;3;2;2;2;4;3; 
70;2;3;10;1;3;7;2;2;2;1;2;2; 
70;3;2;0;2;2;2;5;2;2;3;5;2; 
70;3;2;10;2;3;10;2; ; ;2;3; ; 
70;3;3;5;2;2;8;3;2;2;2;4;1; 
70;4;2;5;2;2;5;3;1;2;2;3;3; 
70;4;3;10;1;2;0;5;2;2;3;5;2; 
70;5;2;2;4;3;0;7; ;2;3;6;1; 
70;5;2;5;2;2;2;7; ;2; ; ;1;2
70;5;2;8;1;1;10;2;2;2;3;6;1; 
70;5;2;9;2;2;7;3;2;2;1;1;3;2
70;5;2;10;2;2;9;2;2;2;1;2;3; 
70;5;3;0;3;3;6;5;2;2;2;4;3; 
70;5;3;3;3;2;6;6;2;2;3;6;2; 
70;5;3;5;2;2;5;5; ;1;3;5;1;1
70;5;3;5;2;2;7;5; ;2;1;2;3; 
70;5;3;5;2;3;8;3;2;2;2;4;3; 
70;5;3;8;1;2;6;5; ; ;1;2;2; 
70;5;3;8;1;3;8;3;2;2;2;4;3; 
70;5;3;9;2;2;9;3;2;2;2;3;3; 
71;1;3;10;1;3;10;2;2;2;1;2;3; 
75;1;2;10;2;4;8;2; ; ; ; ; ; 
75;1;3;7;4;3;10;3;2;2;1;2;3; 
75;2;2;3;2;3;0;6;2;1;2;4;2;1
75;2;3;0;1;2;10;3;2;2;3;6;1; 
75;2;3;6;2;3;4;4;2;2;1;2;2; 
75;3;2;10;2;4;6;6;2;2;2;4;1; 
75;5;1;5;2;2;7;5;2;2;3;6;2; 
75;5;2;4;2;2;4;4; ;2;1;2;2;2
75;5;2;8;2;2;9;2;2;2;2;4;3; 
75;5;3;7;2;2;7;4; ;2;1;2;3;2
75;5;4;5;2;2;1;6; ; ;1;1; ; 
75;5;4;5;3;2;1;7; ;2;2;4;2; 
80;1;2;7;1;3;8;3;2;2;1;2;3; 
80;1;3;1;4;4;10;5;2;2;1;1;3; 
80;1;3;10;1;3;10;3;2;2;1;2;3; 
80;1;3;10;4;3;5;3;2;2;1;2;3; 
80;1;4; ;2;3;5;3;2; ;1;2;1; 
80;2;2;5;2;1;5;4;2;2;2;4;3; 
80;2;2;5;3;2;8;3;2;2;1;2;2; 
80;2;3; ;1;3;3;5;2;2;1;1;3; 
80;2;3;4;2;3;8;4;2;2;1;2;3; 
80;2;3;5;1;2;8;3;2;2;1;2;3; 
80;3;3;5;2;2;5;3;2;2;2;4;3; 
80;4;1;0;2;3;5;3;2;2;2;4;1; 
80;4;2;7;5;1;0;7; ; ;3;6; ; 
80;4;3;8;3;3;10;3;2;2;2;3;3; 
80;4;3;9;1;3;8;3;2;2;2;4;1; 
80;5;2;2;2;2;5;5;2;2;3;6;2; 
80;5;2;5;3;3;3;4;1;1;2;4;2;1
80;5;3;5;2;3;5;5;1;2;1;2;1; 
85;5;2;8;1;2;5;5;1;2;3;6;2; 
90; ;2; ;2;4;2;6; ;1;2;4;1;1
90; ;3;5;1;3;9;3;2;2;2;3;2; 
90;1;1;9;3;2;9;3;2;2;1;2;3; 
90;1;2;0;3;2;0;6;2;2;2;4;2; 
90;1;2;2;2;2;0;6;2;2;2;3;2; 
90;1;2;3;4;2;6;5;2;2;2;3;1; 
90;1;2;4;2;2;5;3;2;2;2;3;3; 
90;1;2;5;2;5;10;6;2;2;1;1;3; 
90;1;2;7;3;3;5;6;2;1;3;6;1;1
90;1;2;7;4;4;8;5;2;2;1;1;3; 
90;1;2;10;1;3;7;3;2;2;2;4;3; 
90;1;2;10;1;3;10;2;2;1;1;2;3;1
90;1;2;10;2;3;9;3;2; ;1;1;3; 
90;1;3;0;1;3;5;5;2;2;2;4;3; 
90;1;3;0;2;4;4;5; ;2;1;2;1; 
90;1;3;8;3;2;8;4;2;2;1;2;3; 
90;1;3;10;2;1;10;3;2;2;1;1;3;2
90;1;4; ;3;2;1;6;2;2;1;2;1; 
90;1;4;5;2;3;10;3;2;2;1;1;2;2
90;2;1;0;2;2;5;5;2;2;1;2;3; 
90;2;1;4;4;3;7;3;2;2;3;5;2; 
90;2;1;10;2;2; ;3;2;2;1;2;3; 
90;2;1;10;2;2;10;3;2;2;1;2;3; 
90;2;2;0;4;3;3;6; ; ; ; ; ; 
90;2;2;3;3;2;8;3;2;2;1;2;1; 
90;2;2;5;2;3;4;4;2;2;1;2;3; 
90;2;2;7;2;1;8;3;2;2;1;2;3; 
90;2;2;10;1;2;7;3;2;2;2;3;3; 
90;2;2;10;2;2;9;3;2;2;1;2;3; 
90;2;3;0;1;4;10;5;2;2;1;2;2; 
90;2;3;5;2;3;5;5;2;2;2;3;2; 
90;2;3;5;2;3;8;3;2;2;1;1;3; 
90;2;3;5;3;4;10;2;2;2;1;2;3;2
90;2;3;6;4;3;8;2;2;2;1;2;2; 
90;2;3;9;2;2;7;4;1;2;3;6;2; 
90;2;3;10;1;2;6;5; ;1;1;2;2;1
90;2;3;10;2;2;10;2;2;2;2;4;1; 
90;3;2;2;1;2;1;7;2;2;3;6;3; 
90;3;2;3;1;3;8;5;1;1;3;6;2;1
90;3;2;4;2;2;8;3;2;2;2;4;3; 
90;3;2;10;1;3;5;5;2; ;2;4;3; 
90;3;2;10;2;3;6;3;2;2;2;4;2; 
90;3;2;10;2;3;6;6;1;1;1;2;3;1
90;3;3;3;2;3;5;5;2;2;2;3;2; 
90;3;3;4;2;2;7;3;2;2;1;2;2; 
90;3;3;5;2;3;8;2;2;2;2;4;3; 
90;3;3;5;3;2;5;4; ; ;2;3; ; 
90;3;3;6;2;2;4;5;1;2; ; ;3;2
90;3;3;6;2;3;5;3;2;2;2;3;2;2
90;3;3;9;2;2;2;6;1;2;2;4;3; 
90;3;3;10;2;2;10;3;2;2;2;4;3; 
90;4;1;6;2;2;4;6; ;2;2;4;3; 
90;4;2; ; ;3;7;1;2;2;2;4;1; 
90;4;2;0;2;2;5;2;2;2;1;2;2; 
90;4;2;0;2;2;6;7;2;2;2;3;3; 
90;4;2;4;1;3;3;6;1;2;2;4;2; 
90;4;2;4;2;2;5;4;1;2;3;6;2; 
90;4;2;5;3;2;3;5; ; ;2;3;3; 
90;4;2;5;4;2;2;6;2;2;3;6;1; 
90;4;2;8;2;2;8;4;2;2;2;4;3; 
90;4;2;8;4;1;0;7;1;2;3;6;1; 
90;4;2;10;1;2;7;1;2;2;3;6;2; 
90;4;2;10;3;3;6;3;2;2;1;1;3; 
90;4;3;0;1;2;6;5;1;2;2;3;2; 
90;4;3;4;3;3;6;5;2;2;2;3;1; 
90;4;3;5;2;3;5;5;1;2;1;1;3;2
90;4;3;5;2;3;8;4;1;2;3;6;1; 
90;4;4;5;2;2;3;5;2;2;3;6;2; 
90;5;1;0;1;3;5;5; ;2;1;1;2; 
90;5;1;1;1;3;0;6;2;1;3;6;3;1
90;5;1;3;4;2;0;7;1;2;3;5;1; 
90;5;1;4;4;1;3;3;1;2;2;3;2; 
90;5;1;5;3;3;5;5;2;2;1;1;3; 
90;5;1;5;4;1;0;7; ;2;2;4;1; 
90;5;1;5;4;2;3;6;1;1;3;6;2;1
90;5;1;5;5;2;0;7;2;2;2;4;3; 
90;5;1;8;1;2;3;6; ; ; ; ; ; 
90;5;1;9;5;2;6;3;2;2;3;6;2; 
90;5;1;10;2;1;7;5;1;2;2;4;1; 
90;5;1;10;2;3;8;3;1;1;2;3;3;1
90;5;1;10;4;2;10;3;2;2;2;3;1; 
90;5;2;0;1;3;7;3;2;2;1;2;3; 
90;5;2;0;2;3;4;3;2;2;3;5;1; 
90;5;2;0;3;2;2;5;1;2;3;6;2; 
90;5;2;0;4;3;0;6;2;2;2;3;1; 
90;5;2;0;4;3;0;7;1;2;3;6;1; 
90;5;2;2;1;2;5;2;2;1;3;6;2;1
90;5;2;3;2;2;8;2;2;2;2;4;2; 
90;5;2;3;5;2;0;7;2;2;2;3;3; 
90;5;2;4;1;3;2;5;1;2;3;6;1; 
90;5;2;4;1;3;3;3;1;1;2;3;2;1
90;5;2;4;3;3;6;7;1;2;3;5;2; 
90;5;2;4;4;2;3;5;2;1;3;6;1;1
90;5;2;4;4;3;4;5;1;2;3;6;1; 
90;5;2;5;2;2;1;6;1;2;3;6;1; 
90;5;2;5;2;2;3;5;1;2;3;6;1; 
90;5;2;5;2;2;6;4;1;2;3;6;2; 
90;5;2;5;2;3;5;5;1;2;2;4;3; 
90;5;2;5;3;2;5;4;2;2;3;6;2; 
90;5;2;5;3;2;5;5;1;2;3;6;3; 
90;5;2;5;3;3;8; ;2;1;2;4;2;1
90;5;2;5;4;2;6;3;2;1;3;6;2;1
90;5;2;5;4;4;8;6;1;1;3;6;1;1
90;5;2;5;5;1;0;5;2;2;2;3;2; 
90;5;2;5;5;2;2;5;1;2;3;6;2; 
90;5;2;6;1;2;8;4;2;2;1;2;2; 
90;5;2;6;1;3;5;3;2;2;3;6;1; 
90;5;2;6;5;3;3; ;1;2;3;6;2; 
90;5;2;7;1;3;6;3;2;2;3;5;3; 
90;5;2;7;2;2; ;3;2;2;2;4;2; 
90;5;2;7;2;2;7;6;2;2;3;6;2; 
90;5;2;7;2;3;4;6;2;2;2;3;2; 
90;5;2;7;2;3;5;6; ;2;1;2;1; 
90;5;2;7;2;3;10;3;2;2;3;6;2; 
90;5;2;7;2;4;2;5;1;2;3;6;1; 
90;5;2;7;3;2;5;4;1;2;1;2;3; 
90;5;2;7;3;2;6;3;2;2;3;6;1; 
90;5;2;7;3;3;8;1;2;2;3;6;1; 
90;5;2;8;1;2; ;5;2;2;2;4;2; 
90;5;2;8;2;3;2;5;2;2;3;5;1; 
90;5;2;8;3;4;3;6; ;2;2;3;1; 
90;5;2;9;2;1;7;3;1;2;3;6;1;2
90;5;2;9;2;2;5;3;2;2;3;6;3; 
90;5;2;9;2;2;8;3; ;2;2;4;2; 
90;5;2;10;1;3;8;3;1;2;1;2;1; 
90;5;2;10;2;1;10;3;2;2;2;4;2; 
90;5;2;10;2;3; ;7;2;1;1;2;2;1
90;5;2;10;2;3;5; ;2;2;2;4;3; 
90;5;2;10;3;3;7;5; ;2;2;4;3; 
90;5;2;10;3;4;3;7;1;2;2;3;2; 
90;5;2;10;4;3;5;4;1;1;2;4;1;1
90;5;3; ;2;2;7;5;1;2;1;2;2; 
90;5;3; ;2;3;6;4;2;2;2;3;2; 
90;5;3;1;2;2;7;3;2;2;3;6;2; 
90;5;3;1;3;3;5;4;2;2;2;3;3; 
90;5;3;2;5;2;1;6;2;2;3;6;1; 
90;5;3;3;3;2;5;6;2;2;2;3;2; 
90;5;3;3;3;4;1;5;2;2;1;1;3; 
90;5;3;3;4;2;4;2;2;2;3;6;1; 
90;5;3;4;2;3;7;3;2;2;1;2;3; 
90;5;3;5;1;2;10;2;2;2;2;4;2; 
90;5;3;5;2;1;2;6; ;2;3;6;1; 
90;5;3;5;2;3;2;5; ;1; ; ;2;1
90;5;3;5;2;3;2;6;2;2;1;2;2; 
90;5;3;5;2;3;9;3;2;2;3;5;3; 
90;5;3;5;3;2;5;4;2;2;1;1;2; 
90;5;3;5;4;3;2;5;1;2;3;6;1; 
90;5;3;5;5;2;8;3; ;2;3;5;1; 
90;5;3;6;1;2;7;3;1;2;2;3;1; 
90;5;3;6;1;3;6;3; ;2;2;3;1; 
90;5;3;6;2;2;6;4;2;2;3;5;1; 
90;5;3;6;3;3;6;3;2;2;3;6;3; 
90;5;3;6;3;3;8;3;2;2;2;3;3; 
90;5;3;7;2;1;6;5;2;2;1;1;2; 
90;5;3;7;2;2;4;6;1;2;3;6;1; 
90;5;3;7;2;3;8;4;1;2;2;4;2; 
90;5;3;8;2;2;5;4;2;2;1;2;2; 
90;5;3;8;3;2;1;6; ;1;3;5;1;1
90;5;3;8;5;2;3;4;2;2;2;4;2; 
90;5;3;10;1;2;4;6;2;2;2;4;3; 
90;5;3;10;2;2;3;3;2;2;2;3;3; 
90;5;3;10;2;2;4;5;1;2;1;1;3; 
90;5;3;10;2;2;6;4;2;2;2;4;1;2
90;5;3;10;2;4;9;3;2;2;1;2;3; 
90;5;3;10;3;3;5;5;1;1;3;5;3;1
95;5;3;8;2;3;3;5;1;2;1;1;3; 
100;1;2;8;1;3;6;4;2;2;1;2;3; 
100;1;2;10;2;2;10;2;2;2;2;4;1; 
100;1;2;10;2;3;10;3;1;2;2;3;1; 
100;1;3;9;1;3;10;3;2;2;1;2;3; 
100;2;2;5;4;3;5;5;2;2;3;6;1; 
100;2;2;10;1;4;6;3;2;2;1;2;3; 
100;3;3;5;2;3;8;3;2;2;1;1;3;2
100;4;1;8;2;2;4;4;2;2;1;2;1; 
100;4;3;4;3;3;3;6;2;2;2;3;2; 
100;5;1;7;1;2;8;3;2;2;2;4;2; 
100;5;2;3;2;2;2;5;2;2;2;4;1; 
100;5;2;5;1;2;5;5;2;2;2;4;3; 
100;5;2;5;3;3;8;2;2; ;1;2;3; 
100;5;3; ;2;3;5;5;2;2;1;2;1; 
100;5;3;3;4;2;2;5;1;2;2;4;1; 
100;5;3;10;2;2; ;4;2;2; ; ;3; 
105;1;2;10;3;3;10;3;2;2;2;4;3; 
105;5;1;7;1;3;8;2;2;2;2;3;1; 
105;5;2;5;3;3;4;6;2;2;2;4;2; 
105;5;3;5;3;2;8;3;2;2; ; ;2; 
105;5;3;5;4;2;3;3;2;2;2;4;3; 
105;5;3;8;2;3;5;6; ;2;1;1;2; 
110;1;1;10;1;3;8;2;2;2;2;4;1; 
110;1;2;4;4;3;6;4;2;2;2;3;1; 
110;1;3;5;2;3;3;6;2;2;1;2;2; 
110;2;2;5;3;3;9;3;2;2;1;2;2; 
110;2;3;3;5;1;7;2;2;2;2;4;1;2
110;3;2;9;1;3;9;2;2;2;2;4;2; 
110;3;2;10;2;1;10;5; ; ;2;3;3; 
110;4;2;5;2;2;1;6;2;2;1;2;1; 
110;5;2;2;4;3;1;6;2;2;3;6;2; 
110;5;2;3;4;3;2;6; ;2;2;4;1; 
110;5;2;5;3;3;3;7;1;2;3;6;1; 
110;5;3;2;3;3;1;7;2;2;3;6;1; 
110;5;3;10;4;3;9;2;2;1;2;3;2;1
119;4;2;7;2;3;2;5;2;2;2;3;2;2
119;5;2;5;3;1;5;5;1;2;3;5;3; 
119;5;2;5;3;2;6;3;2;2;2;3;2; 
120; ;2;2;2;3;8;3;2;2;2;4;2;2
120; ;2;7;1;4;8;3;2; ;1;2;3; 
120; ;2;9;2;3;9;2;2;2;3;6;2; 
120; ;2;10;2;3;5;5; ; ;1;2;2; 
120; ;3;7;1;1;6;3; ; ;2;3; ; 
120; ;3;8;3;3;10;1;2;2;1;2;3; 
120;1;1;0;4;3;10;5;2;2;1;2;2; 
120;1;1;5;1;3;5;2;2;2;1;2;3; 
120;1;1;5;2;5;10;3;2;2;1;2;3; 
120;1;1;10;1;2;6;6;1;2;1;2;3; 
120;1;1;10;1;2;10;3;2;2;1;2;2; 
120;1;1;10;1;3;3;7;1;2;1;1;3; 
120;1;2;0;2;2;4;5;2;2;3;5;2;2
120;1;2;0;4;3;6;3;2;2;1;2;3; 
120;1;2;2; ;3;8;5;2;2;2;4;1; 
120;1;2;2;2;3;4;5;2;2;1;1;2; 
120;1;2;5; ;3;5;4;2;2;1;2;2; 
120;1;2;5;2;2;5;5;2;2;2;3;2; 
120;1;2;5;3;3;3;4;2;2;2;4;3; 
120;1;2;5;3;3;4;5;2;1;2;3;1;1
120;1;2;6;2;4;6;5;1;2;1;1;2;2
120;1;2;7;1;3;8;3;2;2;1;2;2; 
120;1;2;8;2;3;7;3;2;2;2;4;2; 
120;1;2;10;1;2;7;3; ; ; ; ; ; 
120;1;2;10;1;3;3;5;1;1;1;2;1;1
120;1;2;10;1;4;5;3;2;2;1;1;3; 
120;1;2;10;2;3;8;3;2;2;1;2;2;2
120;1;3;3;2;4;4;3;2;2;1;2;3; 
120;1;3;4;2;3;10;3;2;2;1;1;3; 
120;1;3;5; ;3;5;5;1;2;1;1;3; 
120;1;3;5;1;2;5;3;2;2;1;2;3;2
120;1;3;5;2;4;7;3;2;2;1;1;3;2
120;1;3;5;2;4;8;4;2;2;1;1;3; 
120;1;3;5;4;2;7;3;2;2;2;3;2; 
120;1;3;5;4;3;3;5;2;2;1;1;3;2
120;1;3;8; ;3;10;3;2;2;1;1;3; 
120;1;3;8;2;2;8;3;2;2;1;1;2;2
120;1;3;8;2;3;8;4;2;2;1;1;3; 
120;1;3;10;1;3;10;2;2;2;2;3;3; 
120;1;3;10;1;3;10;5;2;2;1;1;3; 
120;1;3;10;2;3;10;3;2;1;1;2;2;1
120;1;3;10;3;2;10;3;2;2;1;1;2; 
120;1;4;0;3;4;10;1;2;2;1;2;1; 
120;1;4;5;3;3;6;6;2;2;1;1;3;2
120;2;1;5; ;3; ; ;2;2;2;3;1; 
120;2;2;0;2;3;5;4;2;2;2;4;2; 
120;2;2;0;5;2;0;7;2;2;2;4;2; 
120;2;2;3;2;4;2;6;2;1;3;5;2;1
120;2;2;5;3;3;0;7;2;1;3;5;3;1
120;2;2;5;4;3;6;4;2;2;2;3;2; 
120;2;2;7;2;2;7;3;2;2;2;3;3; 
120;2;2;10;2;2;5;4;2;2;1;2;3; 
120;2;3;5;2;2;5;3;2;2;1;2;2; 
120;2;3;5;3;3;5;4;2;1;2;4;1;1
120;2;3;7;3;2;6;3; ; ; ; ; ; 
120;2;3;10;5;3;9;3;2;1;1;1;3;1
120;2;4;5;2;2;8;3;2;2;1;2;3; 
120;3;1;10;1;2;6;3;2;2;1;2;3; 
120;3;2; ;3;3; ;3;2;1;2;3;1;1
120;3;2;1;3;2;5;3; ;2;2;4;1; 
120;3;2;3;2;3; ;5;2;2;3;5;2; 
120;3;2;4;4;2;1;7;2;2;3;5;2; 
120;3;2;5; ;3;2;5;1;1;3;6;1;1
120;3;2;5;2;2;3;5;1;1;1;2;3;1
120;3;2;5;3;2;3;5; ;2;1;2;1; 
120;3;2;8;1;2;6;3;2;2;3;5;2; 
120;3;2;8;1;3;8;3;2;2;1;2;3; 
120;3;2;8;3;4;7;3;2;2;3;6;1; 
120;3;2;9;2;2;8;3;2;2;1;2;3; 
120;3;2;10; ;3;8;5;1;1;2;4;2;1
120;3;2;10;1;2;7;5;2;2;1;2;1; 
120;3;2;10;2;2;10;3;1; ; ; ; ; 
120;3;2;10;2;3;7;3;2;2;3;6;3; 
120;3;2;10;2;3;8;3;2;2;1;2;3; 
120;3;3;3;3;1;5;4;2;2;2;4;2; 
120;3;3;5;2;2;5;5;2;2;1;2;3; 
120;3;3;5;3;1;5;3;2;2;2;3;3; 
120;3;3;10;1;3;4;4; ; ; ; ; ; 
120;3;3;10;2;2;5;3;2;2;1;2;2; 
120;3;3;10;2;2;8;3;2;2;1;1;3; 
120;3;4;5;3;1;8;3; ; ; ; ; ; 
120;3;4;5;3;3;1;7;2;2;1;2;2; 
120;4;1;2;4;3;1;6;2;2;1;2;2; 
120;4;1;8;4;1;1;7; ;2;3;6;1; 
120;4;2;1;3;3;8;3;2;2;2;4;2; 
120;4;2;2;3;1;0;6;2;2;3;6;1; 
120;4;2;2;3;2;0;7; ;2;3;6;2; 
120;4;2;2;3;2;2;7;1;2;2;3;1; 
120;4;2;3;3;2;0;7; ;2; ; ;1; 
120;4;2;3;4;1;5;5;1;2;2;4;2; 
120;4;2;3;4;3;5;4;2;2;2;3;3; 
120;4;2;5; ; ; ; ; ; ; ; ; ; 
120;4;2;5;2;2;3;6;2;2;3;5;2; 
120;4;2;5;2;4;7;5;2;2;2;3;1; 
120;4;2;5;3;3;5;5;2;2;3;5;1; 
120;4;2;5;4;3;10;3;2;1;1;2;1;1
120;4;2;8;1;2;6;3;2;2;2;4;3; 
120;4;2;8;2;2;9;2;2;2;2;3;2; 
120;4;3; ;3;1;0;7;1;2;2;3;1; 
120;4;3; ;3;3;10;6;2;2;2;4;3; 
120;4;3;5;4;2;6;5;1;2;3;5;2; 
120;4;3;6;2;2;4;5;2;2;3;6;2; 
120;4;3;10;1;2;8;3; ; ;1;1;2; 
120;4;3;10;2;2;5;5;2;2;2;4;1; 
120;4;3;10;2;2;7;4;1;2;1;2;1; 
120;4;4;5;4;3;6;4;2;2;2;3;2; 
120;5;1;0;2;3;5;4; ; ;2;3;2; 
120;5;1;0;4;2;1;5; ; ; ; ; ; 
